source_transaction_id,transaction_ts,warehouse_code,sku_code,transaction_type,quantity,unit_cost,source_system
TX-00000258,2025-12-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000259,2025-12-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000260,2025-12-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,4,88.0,DEMO
TX-00000261,2025-12-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000262,2025-12-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,5,88.0,DEMO
TX-00000263,2025-12-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,3,88.0,DEMO
TX-00000264,2025-12-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000265,2025-12-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000266,2025-12-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,3,88.0,DEMO
TX-00000267,2025-12-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000268,2025-12-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000269,2025-12-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,5,88.0,DEMO
TX-00000270,2025-12-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000271,2025-12-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,3,88.0,DEMO
TX-00000272,2025-12-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000273,2025-12-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000274,2025-12-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000275,2025-12-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000276,2025-12-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000277,2025-12-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000278,2025-12-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000279,2025-12-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000280,2025-12-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000281,2025-12-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000282,2025-12-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000283,2025-12-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000284,2025-12-31T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000285,2026-01-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000286,2026-01-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000287,2026-01-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000288,2026-01-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000289,2026-01-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000290,2026-01-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000291,2026-01-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000292,2026-01-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000293,2026-01-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000294,2026-01-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000295,2026-01-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000296,2026-01-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000297,2026-01-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000298,2026-01-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000299,2026-01-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000300,2026-01-15T12:00:00+00:00,WH-HAM,ELEC-1002,RECEIPT,700,74.8,DEMO
TX-00000301,2026-01-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000302,2026-01-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000303,2026-01-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000304,2026-01-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000305,2026-01-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000306,2026-01-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000307,2026-01-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000308,2026-01-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000309,2026-01-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000310,2026-01-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,4,88.0,DEMO
TX-00000311,2026-01-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000312,2026-01-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000313,2026-01-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000314,2026-01-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000315,2026-01-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000316,2026-01-31T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000317,2026-02-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000318,2026-02-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000319,2026-02-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000320,2026-02-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000321,2026-02-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000322,2026-02-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000323,2026-02-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000324,2026-02-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000325,2026-02-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000326,2026-02-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000327,2026-02-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000328,2026-02-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000329,2026-02-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000330,2026-02-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,5,88.0,DEMO
TX-00000331,2026-02-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000332,2026-02-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000333,2026-02-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000334,2026-02-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000335,2026-02-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000336,2026-02-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000337,2026-02-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000338,2026-02-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000339,2026-02-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000340,2026-02-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000341,2026-02-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000342,2026-02-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000343,2026-02-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000344,2026-02-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000345,2026-03-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,5,88.0,DEMO
TX-00000346,2026-03-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000347,2026-03-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000348,2026-03-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000349,2026-03-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000350,2026-03-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000351,2026-03-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000352,2026-03-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000353,2026-03-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000354,2026-03-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,20,88.0,DEMO
TX-00000355,2026-03-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000356,2026-03-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000357,2026-03-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000358,2026-03-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000359,2026-03-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000360,2026-03-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000361,2026-03-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000362,2026-03-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000363,2026-03-18T12:00:00+00:00,WH-HAM,ELEC-1002,RECEIPT,700,74.8,DEMO
TX-00000364,2026-03-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,21,88.0,DEMO
TX-00000365,2026-03-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000366,2026-03-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000367,2026-03-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000368,2026-03-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000369,2026-03-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000370,2026-03-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000371,2026-03-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,20,88.0,DEMO
TX-00000372,2026-03-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000373,2026-03-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000374,2026-03-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000375,2026-03-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000376,2026-03-31T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000377,2026-04-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000378,2026-04-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000379,2026-04-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000380,2026-04-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000381,2026-04-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000382,2026-04-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,22,88.0,DEMO
TX-00000383,2026-04-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,20,88.0,DEMO
TX-00000384,2026-04-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000385,2026-04-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,18,88.0,DEMO
TX-00000386,2026-04-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000387,2026-04-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000388,2026-04-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000389,2026-04-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000390,2026-04-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000391,2026-04-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,18,88.0,DEMO
TX-00000392,2026-04-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000393,2026-04-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000394,2026-04-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000395,2026-04-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000396,2026-04-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000397,2026-04-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000398,2026-04-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,18,88.0,DEMO
TX-00000399,2026-04-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000400,2026-04-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,20,88.0,DEMO
TX-00000401,2026-04-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000402,2026-04-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000403,2026-04-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,20,88.0,DEMO
TX-00000404,2026-04-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000405,2026-04-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,18,88.0,DEMO
TX-00000406,2026-04-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,30,88.0,DEMO
TX-00000407,2026-05-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,26,88.0,DEMO
TX-00000408,2026-05-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000409,2026-05-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000410,2026-05-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,25,88.0,DEMO
TX-00000411,2026-05-04T12:00:00+00:00,WH-HAM,ELEC-1002,RECEIPT,700,74.8,DEMO
TX-00000412,2026-05-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000413,2026-05-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,28,88.0,DEMO
TX-00000414,2026-05-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,19,88.0,DEMO
TX-00000415,2026-05-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,18,88.0,DEMO
TX-00000416,2026-05-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000417,2026-05-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000418,2026-05-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000419,2026-05-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000420,2026-05-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000421,2026-05-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000422,2026-05-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000423,2026-05-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000424,2026-05-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000425,2026-05-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,6,88.0,DEMO
TX-00000426,2026-05-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000427,2026-05-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000428,2026-05-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000429,2026-05-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000430,2026-05-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000431,2026-05-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,5,88.0,DEMO
TX-00000432,2026-05-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000433,2026-05-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000434,2026-05-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000435,2026-05-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000436,2026-05-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000437,2026-05-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000438,2026-05-31T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000439,2026-06-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000440,2026-06-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000441,2026-06-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000442,2026-06-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000443,2026-06-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000444,2026-06-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000445,2026-06-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000446,2026-06-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000447,2026-06-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000448,2026-06-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000449,2026-06-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,15,88.0,DEMO
TX-00000450,2026-06-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,23,88.0,DEMO
TX-00000451,2026-06-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000452,2026-06-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000453,2026-06-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000454,2026-06-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000455,2026-06-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000456,2026-06-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000457,2026-06-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,22,88.0,DEMO
TX-00000458,2026-06-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000459,2026-06-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000460,2026-06-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000461,2026-06-23T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000462,2026-06-24T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000463,2026-06-25T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000464,2026-06-26T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000465,2026-06-27T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000466,2026-06-27T12:00:00+00:00,WH-HAM,ELEC-1002,RECEIPT,700,74.8,DEMO
TX-00000467,2026-06-28T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000468,2026-06-29T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000469,2026-06-30T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000470,2026-07-01T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000471,2026-07-02T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000472,2026-07-03T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000473,2026-07-04T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,13,88.0,DEMO
TX-00000474,2026-07-05T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,7,88.0,DEMO
TX-00000475,2026-07-06T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,14,88.0,DEMO
TX-00000476,2026-07-07T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000477,2026-07-08T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000478,2026-07-09T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000479,2026-07-10T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000480,2026-07-11T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,8,88.0,DEMO
TX-00000481,2026-07-12T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,11,88.0,DEMO
TX-00000482,2026-07-13T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,23,88.0,DEMO
TX-00000483,2026-07-14T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000484,2026-07-15T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,10,88.0,DEMO
TX-00000485,2026-07-16T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,16,88.0,DEMO
TX-00000486,2026-07-17T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000487,2026-07-18T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,4,88.0,DEMO
TX-00000488,2026-07-19T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,9,88.0,DEMO
TX-00000489,2026-07-20T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,17,88.0,DEMO
TX-00000490,2026-07-21T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,12,88.0,DEMO
TX-00000491,2026-07-22T00:00:00+00:00,WH-HAM,ELEC-1002,SALE,19,88.0,DEMO
TX-00000492,2025-11-25T00:00:00+00:00,WH-HAM,MECH-2001,SALE,33,7.25,DEMO
TX-00000493,2025-11-26T00:00:00+00:00,WH-HAM,MECH-2001,SALE,21,7.25,DEMO
TX-00000494,2025-11-27T00:00:00+00:00,WH-HAM,MECH-2001,SALE,24,7.25,DEMO
TX-00000495,2025-11-28T00:00:00+00:00,WH-HAM,MECH-2001,SALE,29,7.25,DEMO
TX-00000496,2025-11-29T00:00:00+00:00,WH-HAM,MECH-2001,SALE,27,7.25,DEMO
TX-00000497,2025-11-30T00:00:00+00:00,WH-HAM,MECH-2001,SALE,19,7.25,DEMO
TX-00000498,2025-12-01T00:00:00+00:00,WH-HAM,MECH-2001,SALE,23,7.25,DEMO
TX-00000499,2025-12-02T00:00:00+00:00,WH-HAM,MECH-2001,SALE,28,7.25,DEMO
TX-00000500,2025-12-03T00:00:00+00:00,WH-HAM,MECH-2001,SALE,36,7.25,DEMO
TX-00000501,2025-12-04T00:00:00+00:00,WH-HAM,MECH-2001,SALE,15,7.25,DEMO
TX-00000502,2025-12-05T00:00:00+00:00,WH-HAM,MECH-2001,SALE,32,7.25,DEMO
TX-00000503,2025-12-06T00:00:00+00:00,WH-HAM,MECH-2001,SALE,18,7.25,DEMO
TX-00000504,2025-12-07T00:00:00+00:00,WH-HAM,MECH-2001,SALE,29,7.25,DEMO
TX-00000505,2025-12-08T00:00:00+00:00,WH-HAM,MECH-2001,SALE,32,7.25,DEMO
TX-00000506,2025-12-08T12:00:00+00:00,WH-HAM,MECH-2001,RECEIPT,1200,6.1625,DEMO
TX-00000507,2025-12-09T00:00:00+00:00,WH-HAM,MECH-2001,SALE,23,7.25,DEMO
TX-00000508,2025-12-10T00:00:00+00:00,WH-HAM,MECH-2001,SALE,41,7.25,DEMO
TX-00000509,2025-12-11T00:00:00+00:00,WH-HAM,MECH-2001,SALE,29,7.25,DEMO
TX-00000510,2025-12-12T00:00:00+00:00,WH-HAM,MECH-2001,SALE,31,7.25,DEMO
TX-00000511,2025-12-13T00:00:00+00:00,WH-HAM,MECH-2001,SALE,20,7.25,DEMO
TX-00000512,2025-12-14T00:00:00+00:00,WH-HAM,MECH-2001,SALE,19,7.25,DEMO
TX-00000513,2025-12-15T00:00:00+00:00,WH-HAM,MECH-2001,SALE,31,7.25,DEMO
TX-00000514,2025-12-16T00:00:00+00:00,WH-HAM,MECH-2001,SALE,29,7.25,DEMO
TX-00000515,2025-12-17T00:00:00+00:00,WH-HAM,MECH-2001,SALE,40,7.25,DEMO
