ForecastID,TargetDate,ProductID,StoreID,ModelName,FeatureName,FeatureValue,ShapValue,AbsoluteImpact,Direction,ContributionRank,ExplanationText
5F6A865B-B141-5535-967B-2F6928EFA696,2016-03-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,14,0.64892548,0.64892548,POSITIVE,2,Day of month (14) increased the forecast by 0.649 units relative to the model baseline.
5F6A865B-B141-5535-967B-2F6928EFA696,2016-03-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8739157063620433,-0.58747327,0.58747327,NEGATIVE,3,The recent seven-day demand average (3.8739157063620433) decreased the forecast by 0.587 units relative to the model baseline.
5F6A865B-B141-5535-967B-2F6928EFA696,2016-03-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.1066975593566895,-0.40312302,0.40312302,NEGATIVE,4,Yesterday's demand (4.1066975593566895) decreased the forecast by 0.403 units relative to the model baseline.
5F6A865B-B141-5535-967B-2F6928EFA696,2016-03-14,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.36877257,0.36877257,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.369 units relative to the model baseline.
1E5C74E3-B113-50F9-814F-39655EB67014,2016-03-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.964501535982972,-1.07201159,1.07201159,NEGATIVE,1,Days of supply (19.964501535982972) decreased the forecast by 1.072 units relative to the model baseline.
1E5C74E3-B113-50F9-814F-39655EB67014,2016-03-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,15,0.62609828,0.62609828,POSITIVE,2,Day of month (15) increased the forecast by 0.626 units relative to the model baseline.
1E5C74E3-B113-50F9-814F-39655EB67014,2016-03-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8067567007882253,-0.44570023,0.44570023,NEGATIVE,3,The recent seven-day demand average (3.8067567007882253) decreased the forecast by 0.446 units relative to the model baseline.
1E5C74E3-B113-50F9-814F-39655EB67014,2016-03-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.30442801,0.30442801,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.304 units relative to the model baseline.
1E5C74E3-B113-50F9-814F-39655EB67014,2016-03-15,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.6792757511138916,0.15344958,0.15344958,POSITIVE,5,Yesterday's demand (3.6792757511138916) increased the forecast by 0.153 units relative to the model baseline.
7A4EF7B9-DD65-507A-BC0F-39FDEAA94960,2016-03-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.18175532256875,-1.15423346,1.15423346,NEGATIVE,1,Days of supply (19.18175532256875) decreased the forecast by 1.154 units relative to the model baseline.
7A4EF7B9-DD65-507A-BC0F-39FDEAA94960,2016-03-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.9620982919420515,-0.71068412,0.71068412,NEGATIVE,2,The recent seven-day demand average (3.9620982919420515) decreased the forecast by 0.711 units relative to the model baseline.
7A4EF7B9-DD65-507A-BC0F-39FDEAA94960,2016-03-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.251708984375,-0.42396629,0.42396629,NEGATIVE,3,Yesterday's demand (4.251708984375) decreased the forecast by 0.424 units relative to the model baseline.
7A4EF7B9-DD65-507A-BC0F-39FDEAA94960,2016-03-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.37929010,0.37929010,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.379 units relative to the model baseline.
7A4EF7B9-DD65-507A-BC0F-39FDEAA94960,2016-03-16,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_14,3.849174448422023,0.18095724,0.18095724,POSITIVE,5,The recent fourteen-day demand average (3.849174448422023) increased the forecast by 0.181 units relative to the model baseline.
F8B183DA-8C98-5E35-86BE-378AE869A67E,2016-03-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.856901364412064,-0.88994575,0.88994575,NEGATIVE,1,Days of supply (19.856901364412064) decreased the forecast by 0.890 units relative to the model baseline.
F8B183DA-8C98-5E35-86BE-378AE869A67E,2016-03-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,2.856266736984253,0.79989868,0.79989868,POSITIVE,2,Yesterday's demand (2.856266736984253) increased the forecast by 0.800 units relative to the model baseline.
F8B183DA-8C98-5E35-86BE-378AE869A67E,2016-03-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8273846762520924,-0.33339879,0.33339879,NEGATIVE,3,The recent seven-day demand average (3.8273846762520924) decreased the forecast by 0.333 units relative to the model baseline.
F8B183DA-8C98-5E35-86BE-378AE869A67E,2016-03-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,3,-0.22927302,0.22927302,NEGATIVE,4,The day of week (3) decreased the forecast by 0.229 units relative to the model baseline.
F8B183DA-8C98-5E35-86BE-378AE869A67E,2016-03-17,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.20524737,0.20524737,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.205 units relative to the model baseline.
0C29DEEF-CB1A-504E-907B-FBB6E2374D98,2016-03-18,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.51267161200762,-1.10252571,1.10252571,NEGATIVE,1,Days of supply (19.51267161200762) decreased the forecast by 1.103 units relative to the model baseline.
0C29DEEF-CB1A-504E-907B-FBB6E2374D98,2016-03-18,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8949048859732494,-0.61752206,0.61752206,NEGATIVE,2,The recent seven-day demand average (3.8949048859732494) decreased the forecast by 0.618 units relative to the model baseline.
0C29DEEF-CB1A-504E-907B-FBB6E2374D98,2016-03-18,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.640380859375,-0.38835156,0.38835156,NEGATIVE,3,Yesterday's demand (4.640380859375) decreased the forecast by 0.388 units relative to the model baseline.
0C29DEEF-CB1A-504E-907B-FBB6E2374D98,2016-03-18,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.38604882,0.38604882,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.386 units relative to the model baseline.
0C29DEEF-CB1A-504E-907B-FBB6E2374D98,2016-03-18,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.16635966,0.16635966,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.166 units relative to the model baseline.
8B04C725-CD0C-5333-BBBC-CF641954EB12,2016-03-19,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.78541750612557,-0.94160765,0.94160765,NEGATIVE,1,Days of supply (19.78541750612557) decreased the forecast by 0.942 units relative to the model baseline.
8B04C725-CD0C-5333-BBBC-CF641954EB12,2016-03-19,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,2.9662926197052,0.82030898,0.82030898,POSITIVE,2,Yesterday's demand (2.9662926197052) increased the forecast by 0.820 units relative to the model baseline.
8B04C725-CD0C-5333-BBBC-CF641954EB12,2016-03-19,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.8412128516605923,-0.34861624,0.34861624,NEGATIVE,3,The recent seven-day demand average (3.8412128516605923) decreased the forecast by 0.349 units relative to the model baseline.
8B04C725-CD0C-5333-BBBC-CF641954EB12,2016-03-19,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.19900976,0.19900976,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.199 units relative to the model baseline.
8B04C725-CD0C-5333-BBBC-CF641954EB12,2016-03-19,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.14879839,0.14879839,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.149 units relative to the model baseline.
C4FDBDAB-6D8E-537D-B879-36A80CB8D86B,2016-03-20,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,19.63748077995316,-0.97619611,0.97619611,NEGATIVE,1,Days of supply (19.63748077995316) decreased the forecast by 0.976 units relative to the model baseline.
C4FDBDAB-6D8E-537D-B879-36A80CB8D86B,2016-03-20,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.870150191443307,-0.55510193,0.55510193,NEGATIVE,2,The recent seven-day demand average (3.870150191443307) decreased the forecast by 0.555 units relative to the model baseline.
C4FDBDAB-6D8E-537D-B879-36A80CB8D86B,2016-03-20,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.43477532,0.43477532,NEGATIVE,3,Current stock (76.0) decreased the forecast by 0.435 units relative to the model baseline.
C4FDBDAB-6D8E-537D-B879-36A80CB8D86B,2016-03-20,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,6,0.43417969,0.43417969,POSITIVE,4,The day of week (6) increased the forecast by 0.434 units relative to the model baseline.
C4FDBDAB-6D8E-537D-B879-36A80CB8D86B,2016-03-20,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.590428829193115,-0.39010188,0.39010188,NEGATIVE,5,Yesterday's demand (4.590428829193115) decreased the forecast by 0.390 units relative to the model baseline.
287991D9-3376-50B4-90C7-02506A57FA22,2016-03-21,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,20.171632127935553,-1.06992161,1.06992161,NEGATIVE,1,Days of supply (20.171632127935553) decreased the forecast by 1.070 units relative to the model baseline.
287991D9-3376-50B4-90C7-02506A57FA22,2016-03-21,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,21,-0.50560611,0.50560611,NEGATIVE,2,Day of month (21) decreased the forecast by 0.506 units relative to the model baseline.
287991D9-3376-50B4-90C7-02506A57FA22,2016-03-21,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.767667361668178,-0.36168453,0.36168453,NEGATIVE,3,The recent seven-day demand average (3.767667361668178) decreased the forecast by 0.362 units relative to the model baseline.
287991D9-3376-50B4-90C7-02506A57FA22,2016-03-21,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.31640434,0.31640434,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.316 units relative to the model baseline.
287991D9-3376-50B4-90C7-02506A57FA22,2016-03-21,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.16219151,0.16219151,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.162 units relative to the model baseline.
140A6D30-7D42-52EB-9E51-D2CF2768F119,2016-03-22,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,20.460384782405754,-1.07527530,1.07527530,NEGATIVE,1,Days of supply (20.460384782405754) decreased the forecast by 1.075 units relative to the model baseline.
140A6D30-7D42-52EB-9E51-D2CF2768F119,2016-03-22,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,22,-0.52574033,0.52574033,NEGATIVE,2,Day of month (22) decreased the forecast by 0.526 units relative to the model baseline.
140A6D30-7D42-52EB-9E51-D2CF2768F119,2016-03-22,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.7144951479775563,-0.42971885,0.42971885,NEGATIVE,3,The recent seven-day demand average (3.7144951479775563) decreased the forecast by 0.430 units relative to the model baseline.
140A6D30-7D42-52EB-9E51-D2CF2768F119,2016-03-22,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.31640434,0.31640434,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.316 units relative to the model baseline.
140A6D30-7D42-52EB-9E51-D2CF2768F119,2016-03-22,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.16218714,0.16218714,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.162 units relative to the model baseline.
B13EF3CC-CDE1-5D1F-8B36-19E38CE03B91,2016-03-23,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,21.351978339686717,-1.09007978,1.09007978,NEGATIVE,1,Days of supply (21.351978339686717) decreased the forecast by 1.090 units relative to the model baseline.
B13EF3CC-CDE1-5D1F-8B36-19E38CE03B91,2016-03-23,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,23,-0.52414405,0.52414405,NEGATIVE,2,Day of month (23) decreased the forecast by 0.524 units relative to the model baseline.
B13EF3CC-CDE1-5D1F-8B36-19E38CE03B91,2016-03-23,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.55938914843968,-0.44380102,0.44380102,NEGATIVE,3,The recent seven-day demand average (3.55938914843968) decreased the forecast by 0.444 units relative to the model baseline.
B13EF3CC-CDE1-5D1F-8B36-19E38CE03B91,2016-03-23,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.32135904,0.32135904,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.321 units relative to the model baseline.
B13EF3CC-CDE1-5D1F-8B36-19E38CE03B91,2016-03-23,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.16762313,0.16762313,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.168 units relative to the model baseline.
007806E0-714D-5328-BBEF-AA305AF9080B,2016-03-24,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,21.144226198569058,-1.13252604,1.13252604,NEGATIVE,1,Days of supply (21.144226198569058) decreased the forecast by 1.133 units relative to the model baseline.
007806E0-714D-5328-BBEF-AA305AF9080B,2016-03-24,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,24,-0.53965396,0.53965396,NEGATIVE,2,Day of month (24) decreased the forecast by 0.540 units relative to the model baseline.
007806E0-714D-5328-BBEF-AA305AF9080B,2016-03-24,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.5943618501935686,-0.42558748,0.42558748,NEGATIVE,3,The recent seven-day demand average (3.5943618501935686) decreased the forecast by 0.426 units relative to the model baseline.
007806E0-714D-5328-BBEF-AA305AF9080B,2016-03-24,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.34837317,0.34837317,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.348 units relative to the model baseline.
007806E0-714D-5328-BBEF-AA305AF9080B,2016-03-24,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.1010756492614746,0.21227981,0.21227981,POSITIVE,5,Yesterday's demand (3.1010756492614746) increased the forecast by 0.212 units relative to the model baseline.
E218999A-9D64-53AC-A884-BF896B02435A,2016-03-25,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,22.626192144952366,-0.95222437,0.95222437,NEGATIVE,1,Days of supply (22.626192144952366) decreased the forecast by 0.952 units relative to the model baseline.
E218999A-9D64-53AC-A884-BF896B02435A,2016-03-25,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,2.9924211502075195,0.77845395,0.77845395,POSITIVE,2,Yesterday's demand (2.9924211502075195) increased the forecast by 0.778 units relative to the model baseline.
E218999A-9D64-53AC-A884-BF896B02435A,2016-03-25,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,25,-0.52432865,0.52432865,NEGATIVE,3,Day of month (25) decreased the forecast by 0.524 units relative to the model baseline.
E218999A-9D64-53AC-A884-BF896B02435A,2016-03-25,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.3589390345982144,-0.39950058,0.39950058,NEGATIVE,4,The recent seven-day demand average (3.3589390345982144) decreased the forecast by 0.400 units relative to the model baseline.
E218999A-9D64-53AC-A884-BF896B02435A,2016-03-25,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.22892494,0.22892494,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.229 units relative to the model baseline.
6E560423-7F46-5945-8E3D-4A86C2C6D120,2016-03-26,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,21.77862265569672,-1.13614964,1.13614964,NEGATIVE,1,Days of supply (21.77862265569672) decreased the forecast by 1.136 units relative to the model baseline.
6E560423-7F46-5945-8E3D-4A86C2C6D120,2016-03-26,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,26,-0.53833598,0.53833598,NEGATIVE,2,Day of month (26) decreased the forecast by 0.538 units relative to the model baseline.
6E560423-7F46-5945-8E3D-4A86C2C6D120,2016-03-26,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.4896605355398997,-0.42974430,0.42974430,NEGATIVE,3,The recent seven-day demand average (3.4896605355398997) decreased the forecast by 0.430 units relative to the model baseline.
6E560423-7F46-5945-8E3D-4A86C2C6D120,2016-03-26,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.34213555,0.34213555,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.342 units relative to the model baseline.
6E560423-7F46-5945-8E3D-4A86C2C6D120,2016-03-26,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,3.881343126296997,0.24218294,0.24218294,POSITIVE,5,Yesterday's demand (3.881343126296997) increased the forecast by 0.242 units relative to the model baseline.
6CFBCDCC-E730-51AF-88EA-39D4FF774998,2016-03-27,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,23.08051770694542,-0.97334701,0.97334701,NEGATIVE,1,Days of supply (23.08051770694542) decreased the forecast by 0.973 units relative to the model baseline.
6CFBCDCC-E730-51AF-88EA-39D4FF774998,2016-03-27,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,27,-0.51532400,0.51532400,NEGATIVE,2,Day of month (27) decreased the forecast by 0.515 units relative to the model baseline.
6CFBCDCC-E730-51AF-88EA-39D4FF774998,2016-03-27,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,6,0.43904957,0.43904957,POSITIVE,3,The day of week (6) increased the forecast by 0.439 units relative to the model baseline.
6CFBCDCC-E730-51AF-88EA-39D4FF774998,2016-03-27,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.42184061,0.42184061,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.422 units relative to the model baseline.
6CFBCDCC-E730-51AF-88EA-39D4FF774998,2016-03-27,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.2928204195840016,-0.35736746,0.35736746,NEGATIVE,5,The recent seven-day demand average (3.2928204195840016) decreased the forecast by 0.357 units relative to the model baseline.
D1B01E46-246D-57B1-A7E0-EBFD741DD574,2016-03-28,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,22.71401151752615,-1.10640049,1.10640049,NEGATIVE,1,Days of supply (22.71401151752615) decreased the forecast by 1.106 units relative to the model baseline.
D1B01E46-246D-57B1-A7E0-EBFD741DD574,2016-03-28,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,28,-0.51758552,0.51758552,NEGATIVE,2,Day of month (28) decreased the forecast by 0.518 units relative to the model baseline.
D1B01E46-246D-57B1-A7E0-EBFD741DD574,2016-03-28,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.345952340534755,-0.36139163,0.36139163,NEGATIVE,3,The recent seven-day demand average (3.345952340534755) decreased the forecast by 0.361 units relative to the model baseline.
D1B01E46-246D-57B1-A7E0-EBFD741DD574,2016-03-28,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.34108910,0.34108910,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.341 units relative to the model baseline.
D1B01E46-246D-57B1-A7E0-EBFD741DD574,2016-03-28,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.16151839,0.16151839,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.162 units relative to the model baseline.
8E0D13E3-35D2-5C4E-A757-05838FD0B1F0,2016-03-29,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,22.857548532256374,-1.11261809,1.11261809,NEGATIVE,1,Days of supply (22.857548532256374) decreased the forecast by 1.113 units relative to the model baseline.
8E0D13E3-35D2-5C4E-A757-05838FD0B1F0,2016-03-29,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,29,-0.52143580,0.52143580,NEGATIVE,2,Day of month (29) decreased the forecast by 0.521 units relative to the model baseline.
8E0D13E3-35D2-5C4E-A757-05838FD0B1F0,2016-03-29,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.3249409879956926,-0.43254378,0.43254378,NEGATIVE,3,The recent seven-day demand average (3.3249409879956926) decreased the forecast by 0.433 units relative to the model baseline.
8E0D13E3-35D2-5C4E-A757-05838FD0B1F0,2016-03-29,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.34108910,0.34108910,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.341 units relative to the model baseline.
8E0D13E3-35D2-5C4E-A757-05838FD0B1F0,2016-03-29,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,price_change_percentage,0.0,0.16151403,0.16151403,POSITIVE,5,Price change percentage (0.0) increased the forecast by 0.162 units relative to the model baseline.
6AD5EE5D-4608-56A7-9133-C5BE2860B749,2016-03-30,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,23.002910721053308,-1.11599469,1.11599469,NEGATIVE,1,Days of supply (23.002910721053308) decreased the forecast by 1.116 units relative to the model baseline.
6AD5EE5D-4608-56A7-9133-C5BE2860B749,2016-03-30,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,30,-0.46944082,0.46944082,NEGATIVE,2,Day of month (30) decreased the forecast by 0.469 units relative to the model baseline.
6AD5EE5D-4608-56A7-9133-C5BE2860B749,2016-03-30,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.303929703576224,-0.38568908,0.38568908,NEGATIVE,3,The recent seven-day demand average (3.303929703576224) decreased the forecast by 0.386 units relative to the model baseline.
6AD5EE5D-4608-56A7-9133-C5BE2860B749,2016-03-30,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.34523234,0.34523234,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.345 units relative to the model baseline.
6AD5EE5D-4608-56A7-9133-C5BE2860B749,2016-03-30,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_14,2.856266736984253,-0.30459455,0.30459455,NEGATIVE,5,Demand fourteen days ago (2.856266736984253) decreased the forecast by 0.305 units relative to the model baseline.
B4237A89-D702-5105-9EA3-AD2A28CE4451,2016-03-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,23.260175693535093,-0.93998194,0.93998194,NEGATIVE,1,Days of supply (23.260175693535093) decreased the forecast by 0.940 units relative to the model baseline.
B4237A89-D702-5105-9EA3-AD2A28CE4451,2016-03-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,2.845278024673462,0.78066581,0.78066581,POSITIVE,2,Yesterday's demand (2.845278024673462) increased the forecast by 0.781 units relative to the model baseline.
B4237A89-D702-5105-9EA3-AD2A28CE4451,2016-03-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,31,-0.52320623,0.52320623,NEGATIVE,3,Day of month (31) decreased the forecast by 0.523 units relative to the model baseline.
B4237A89-D702-5105-9EA3-AD2A28CE4451,2016-03-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.267387185777937,-0.39348280,0.39348280,NEGATIVE,4,The recent seven-day demand average (3.267387185777937) decreased the forecast by 0.393 units relative to the model baseline.
B4237A89-D702-5105-9EA3-AD2A28CE4451,2016-03-31,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_week,3,-0.23773563,0.23773563,NEGATIVE,5,The day of week (3) decreased the forecast by 0.238 units relative to the model baseline.
1BCE3715-782F-5B42-8A67-F3F6A4A8A168,2016-04-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,22.44116737450901,-1.11151588,1.11151588,NEGATIVE,1,Days of supply (22.44116737450901) decreased the forecast by 1.112 units relative to the model baseline.
1BCE3715-782F-5B42-8A67-F3F6A4A8A168,2016-04-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,1,0.63638604,0.63638604,POSITIVE,2,Day of month (1) increased the forecast by 0.636 units relative to the model baseline.
1BCE3715-782F-5B42-8A67-F3F6A4A8A168,2016-04-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.3866330896105086,-0.37369171,0.37369171,NEGATIVE,3,The recent seven-day demand average (3.3866330896105086) decreased the forecast by 0.374 units relative to the model baseline.
1BCE3715-782F-5B42-8A67-F3F6A4A8A168,2016-04-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.33574620,0.33574620,NEGATIVE,4,Current stock (76.0) decreased the forecast by 0.336 units relative to the model baseline.
1BCE3715-782F-5B42-8A67-F3F6A4A8A168,2016-04-01,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_14,2.9662926197052,-0.31897339,0.31897339,NEGATIVE,5,Demand fourteen days ago (2.9662926197052) decreased the forecast by 0.319 units relative to the model baseline.
0B5EB266-BE87-5DCE-935A-9D5B052FB1D2,2016-04-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,22.299123910559494,-1.17566037,1.17566037,NEGATIVE,1,Days of supply (22.299123910559494) decreased the forecast by 1.176 units relative to the model baseline.
0B5EB266-BE87-5DCE-935A-9D5B052FB1D2,2016-04-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,day_of_month,2,0.69454360,0.69454360,POSITIVE,2,Day of month (2) increased the forecast by 0.695 units relative to the model baseline.
0B5EB266-BE87-5DCE-935A-9D5B052FB1D2,2016-04-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,rolling_mean_7,3.408205645424979,-0.61493254,0.61493254,NEGATIVE,3,The recent seven-day demand average (3.408205645424979) decreased the forecast by 0.615 units relative to the model baseline.
0B5EB266-BE87-5DCE-935A-9D5B052FB1D2,2016-04-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,lag_1,4.032351016998291,-0.40081987,0.40081987,NEGATIVE,4,Yesterday's demand (4.032351016998291) decreased the forecast by 0.401 units relative to the model baseline.
0B5EB266-BE87-5DCE-935A-9D5B052FB1D2,2016-04-02,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,current_stock,76.0,-0.38464579,0.38464579,NEGATIVE,5,Current stock (76.0) decreased the forecast by 0.385 units relative to the model baseline.
61133831-52C8-5DD2-B278-136A4AC55D75,2016-04-03,SAMPLE_ITEM_001,SAMPLE_CA_1,XGBoost,days_of_supply,22.13066495159786,-0.97848880,0.97848880,NEGATIVE,1,Days of supply (22.13066495159786) decreased the forecast by 0.978 units relative to the model baseline.
